index,s_m,center_x_m,center_y_m,w_left_m,w_right_m,left_boundary_x_m,left_boundary_y_m,right_boundary_x_m,right_boundary_y_m
206,4.927496036,10.648873636,-0.727947185,0.600000000,0.600000000,10.648873636,-1.327947185,10.648873636,-0.127947185
207,4.951196036,10.625173636,-0.727947185,0.600000000,0.600000000,10.625173636,-1.327947185,10.625173636,-0.127947185
208,4.974896036,10.601473636,-0.727947185,0.600000000,0.600000000,10.601473636,-1.327947185,10.601473636,-0.127947185
209,4.998596036,10.577773636,-0.727947185,0.600000000,0.600000000,10.577727586,-1.327947183,10.577819686,-0.127947187
210,5.022259963,10.554109709,-0.727943550,0.600000000,0.600000000,10.553741256,-1.327943437,10.554478163,-0.127943663
211,5.045923904,10.530445782,-0.727918122,0.600000000,0.600000000,10.529249620,-1.327916929,10.531641945,-0.127919314
212,5.069587931,10.506781856,-0.727849197,0.600000000,0.600000000,10.504209980,-1.327843685,10.509353731,-0.127854709
213,5.093252237,10.483117929,-0.727715251,0.600000000,0.600000000,10.478628064,-1.327698452,10.487607793,-0.127732050
214,5.116917189,10.459454002,-0.727495027,0.600000000,0.600000000,10.452511932,-1.327454866,10.466396071,-0.127535189
215,5.140583381,10.435790075,-0.727167625,0.600000000,0.600000000,10.425872013,-1.327085647,10.445708136,-0.127249604
216,5.164251682,10.412126148,-0.726712586,0.600000000,0.600000000,10.398721149,-1.326562823,10.425531147,-0.126862350
217,5.187923281,10.388462221,-0.726109978,0.600000000,0.600000000,10.371074630,-1.325857985,10.405849812,-0.126361972
218,5.211599716,10.364798294,-0.725340481,0.600000000,0.600000000,10.342950232,-1.324942568,10.386646355,-0.125738394
219,5.235282906,10.341134367,-0.724385465,0.600000000,0.600000000,10.314368239,-1.323788146,10.367900495,-0.124982784
220,5.258975168,10.317470440,-0.723227071,0.600000000,0.600000000,10.285351440,-1.322366763,10.349589440,-0.124087380
221,5.282679229,10.293806513,-0.721848288,0.600000000,0.600000000,10.255925112,-1.320651260,10.331687914,-0.123045316
222,5.306398220,10.270142586,-0.720233022,0.600000000,0.600000000,10.226116966,-1.318615630,10.314168206,-0.121850415
223,5.330135670,10.246478659,-0.718366171,0.600000000,0.600000000,10.195957058,-1.316235361,10.297000260,-0.120496982
224,5.353895488,10.222814732,-0.716233688,0.600000000,0.600000000,10.165477664,-1.313487788,10.280151800,-0.118979587
225,5.377681925,10.199150805,-0.713822644,0.600000000,0.600000000,10.134713110,-1.310352428,10.263588501,-0.117292860
226,5.401499539,10.175486878,-0.711121290,0.600000000,0.600000000,10.103699562,-1.306811294,10.247274195,-0.115431285
227,5.425353145,10.151822951,-0.708119108,0.600000000,0.600000000,10.072474775,-1.302849187,10.231171128,-0.113389029
228,5.449247755,10.128159024,-0.704806864,0.600000000,0.600000000,10.041077809,-1.298453949,10.215240240,-0.111159779
229,5.473188513,10.104495098,-0.701176654,0.600000000,0.600000000,10.009548703,-1.293616679,10.199441492,-0.108736630
230,5.497180619,10.080831171,-0.697221946,0.600000000,0.600000000,9.977928140,-1.288331890,10.183734201,-0.106112001
