side,index,s_m,x_m,y_m,width_from_center_m
left,135,3.226922823,11.711429888,-1.600684149,0.600000000
left,136,3.250825955,11.702192499,-1.590622485,0.600000000
left,137,3.274729087,11.692784673,-1.580719998,0.600000000
left,138,3.298632219,11.683209152,-1.570979575,0.600000000
left,139,3.322535351,11.673468729,-1.561404055,0.600000000
left,140,3.346438483,11.663566242,-1.551996229,0.600000000
left,141,3.370341615,11.653504578,-1.542758839,0.600000000
left,142,3.394244747,11.643286670,-1.533694580,0.600000000
left,143,3.418147879,11.632915497,-1.524806092,0.600000000
left,144,3.442051011,11.622394083,-1.516095967,0.600000000
left,145,3.465954143,11.611725493,-1.507566745,0.600000000
left,146,3.489857275,11.600912839,-1.499220911,0.600000000
left,147,3.513760407,11.589959272,-1.491060898,0.600000000
left,148,3.537663539,11.578867985,-1.483089086,0.600000000
left,149,3.561566671,11.567642212,-1.475307797,0.600000000
left,150,3.585469803,11.556285224,-1.467719301,0.600000000
left,151,3.609372935,11.544800334,-1.460325809,0.600000000
left,152,3.633276067,11.533190887,-1.453129476,0.600000000
left,153,3.657179199,11.521460270,-1.446132402,0.600000000
left,154,3.681082331,11.509611901,-1.439336624,0.600000000
left,155,3.704985463,11.497649234,-1.432744125,0.600000000
left,156,3.728888595,11.485575757,-1.426356825,0.600000000
left,157,3.752791727,11.473394990,-1.420176588,0.600000000
left,158,3.776694859,11.461110482,-1.414205214,0.600000000
left,159,3.800597991,11.448725815,-1.408444445,0.600000000
left,160,3.824501123,11.436244599,-1.402895959,0.600000000
left,161,3.848404255,11.423670473,-1.397561374,0.600000000
left,162,3.872307387,11.411007102,-1.392442245,0.600000000
left,163,3.896210519,11.398258178,-1.387540065,0.600000000
left,164,3.920113651,11.385427417,-1.382856262,0.600000000
left,165,3.944016784,11.372518559,-1.378392202,0.600000000
left,166,3.967919916,11.359535368,-1.374149187,0.600000000
left,167,3.991823048,11.346481628,-1.370128452,0.600000000
left,168,4.015726180,11.333361144,-1.366331170,0.600000000
left,169,4.039629312,11.320177742,-1.362758449,0.600000000
left,170,4.063532444,11.306935264,-1.359411328,0.600000000
